item's link,item's name,Hero name,Type of the item,item's price,min price,max price,avg price,buys call 
https://market.dota2.net/item/106611020-0-Hunter%20of%20the%20Red%20Talon%20Set/,Набор «Hunter of the Red Talon»,Beastmaster,Rare StandardН/Д,5.83  ,0.5 ,100 ,3.22 ,500+
https://market.dota2.net/item/106611020-948149725-Hunter%20of%20the%20Red%20Talon%20Set/,Набор Hunter of the Red Talon,Beastmaster,Н/Д,7.2  ,0.48 ,14.98 ,2.61 ,80
https://market.dota2.net/item/106611020-1507031039-Hunter%20of%20the%20Red%20Talon%20Set/,Набор «Hunter of the Red Talon»,Beastmaster,Rare StandardН/Д,2.39  ,0.5 ,50 ,3.03 ,110
https://market.dota2.net/item/106611021-0-Juggernaut%20Announcer%20Pack/,Набор «Juggernaut Announcer»,None,Mythical StandardН/Д,714.46  ,35 ,200 ,107.99 ,12
https://market.dota2.net/item/106611022-0-Mega-Kills%3A%20Bastion/,Мега-убийства: Bastion,None,Комментатор мега-убийств,5.88  ,0.5 ,94.09 ,9.43 ,500+
https://market.dota2.net/item/106611022-57943523-Mega-Kills%3A%20Bastion/,Мега-убийства: Bastion,None,Комментатор мега-убийств,5.88  ,0.52 ,11.83 ,5.16 ,55
https://market.dota2.net/item/106611022-57944754-Mega-Kills%3A%20Bastion/,Мега-убийства: Bastion,None,Комментатор мега-убийств,5.88  ,3.25 ,10.88 ,6.1 ,11
https://market.dota2.net/item/106611022-691914640-Mega-Kills%3A%20Bastion/,Мега-убийства: Bastion,None,Mythical StandardМега-убийства,5.88  ,0.5 ,65.18 ,20.61 ,9
https://market.dota2.net/item/122679146-4211785341-Fashion%20of%20Yoskreth/,Fashion of Yoskreth,Antimage,Rare ОбычнаяГолова,78  , 0.51  ,None, 0.5  ,4
https://market.dota2.net/item/106611022-4268264082-Mega-Kills%3A%20Bastion/,Мега-убийства: Bastion,None,Mythical ОбычнаяМега-убийства,5.88  ,4.69 ,4.69 ,4.69 ,1
https://market.dota2.net/item/122679148-0-Armguards%20of%20the%20Penitent%20Nomad/,Armguards of the Penitent Nomad,Chen,Руки,0.71  ,0.48 ,21.9 ,0.78 ,500+
https://market.dota2.net/item/106611022-5245130524-Mega-Kills%3A%20Bastion/,Мега-убийства: Bastion,None,Mythical ОбычнаяМега-убийства,4.77  , 0.5  ,None,None,2
https://market.dota2.net/item/122679148-4210362269-Armguards%20of%20the%20Penitent%20Nomad/,Armguards of the Penitent Nomad,Chen,Common ОбычнаяРуки,97  ,None,None,None,None
https://market.dota2.net/item/106611023-736104125-Mysterious%20Vagabond%27s%20Concoction/,Mysterious Vagabond's Concoction,Shadow Shaman,Uncommon StandardЛевая рука,0.5  ,0.48 ,3.18 ,0.65 ,68
https://market.dota2.net/item/122679148-5025976575-Armguards%20of%20the%20Penitent%20Nomad/,Armguards of the Penitent Nomad,Chen,Common ОбычнаяРуки,97  ,None,None,None,None
https://market.dota2.net/item/153090630-0-Armored%20Exoskeleton%20Back/,Armored Exoskeleton Back,Weaver,Uncommon StandardСпина,0.5  ,0.32 ,4.29 ,0.74 ,500+
https://market.dota2.net/item/57939542-0-100-Proof%20Jug/,100-Proof Jug,Juggernaut,Спина,5.03  ,0.5 ,54.7 ,7.83 ,500+
https://market.dota2.net/item/122679148-5025976708-Armguards%20of%20the%20Penitent%20Nomad/,Armguards of the Penitent Nomad,Chen,Common ОбычнаяРуки,97  ,None,None,None,None
https://market.dota2.net/item/106611023-5224685443-Mysterious%20Vagabond%27s%20Concoction/,Mysterious Vagabond's Concoction,Shadow Shaman,Uncommon ОбычнаяДоп. оружие,2.39  ,None,None,None,None
https://market.dota2.net/item/129963143-4427934852-Rough%20Rider%27s%20Slipshod%20Slicker/,Rough Rider's Slipshod Slicker,Batrider,Uncommon StandardПлечи,2.23  ,None,None,None,None
https://market.dota2.net/item/122679149-754676749-Shoulderguards%20of%20the%20Penitent%20Nomad/,Shoulderguards of the Penitent Nomad,Chen,Плечи,0.6  ,0.48 ,0.5 ,0.49 ,6
https://market.dota2.net/item/129963145-0-Rough%20Rider%27s%20Muggin%27%20Mask/,Rough Rider's Muggin' Mask,Batrider,Rare StandardГолова,0.8  ,0.24 ,30 ,1.38 ,500+
https://market.dota2.net/item/138295213-4192634100-Blade%20of%20the%20Subtle%20Demon/,Blade of the Subtle Demon,Riki,Uncommon ОбычнаяОружие,2.51  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/157811169-636868657-Dreaded%20Greevil/,Ужасный Грявол,None,Mythical ОбычнаяКурьер,64  , 6.11  , 0.5  , 0.51  ,3
https://market.dota2.net/item/64555387-5240996053-Drum%20of%20Tales/,Drum of Tales,Witch Doctor,Uncommon ОбычнаяСпина,0.5  ,None,None,None,None
https://market.dota2.net/item/64555389-0-Edgebearer%27s%20Helm/,Edgebearer's Helm,Axe,Common StandardГолова,0.8  ,0.5 ,7.47 ,1.16 ,500+
https://market.dota2.net/item/87638717-1625510296-Crimson%20Wyvern%20Bracers/,Crimson Wyvern Bracers,Dragon Knight,Common StandardРуки,0.5  ,0.16 ,4.55 ,0.63 ,81
https://market.dota2.net/item/122679150-5000864196-Turban%20of%20the%20Penitent%20Nomad/,Turban of the Penitent Nomad,Chen,Rare ОбычнаяГолова,2.6  ,None,None,None,None
https://market.dota2.net/item/157811261-177778471-Unusual%20Eager%20Greevil/,None,None,Mythical UnusualКурьер,94.47  , 29.31  ,None, 0.5  ,2
https://market.dota2.net/item/87638717-5216794677-Crimson%20Wyvern%20Bracers/,Crimson Wyvern Bracers,Dragon Knight,Common ОбычнаяРуки,0.8  ,None,None,None,None
https://market.dota2.net/item/57939551-5219810857-Beard%20of%20Cycles/,Beard of Cycles,Furion,Common ОбычнаяШея,0.72  ,None,None,None,None
https://market.dota2.net/item/153090632-57944754-Armored%20Exoskeleton%20Wings/,Armored Exoskeleton Wings,Weaver,Mythical StandardГолова,0.71  ,0.08 ,19.99 ,0.94 ,500+
https://market.dota2.net/item/124465404-93973071-Bindings%20of%20the%20Summoned%20Lord/,Bindings of the Summoned Lord,Shadow Demon,Спина,0.5  ,0.5 ,5.03 ,0.73 ,44
https://market.dota2.net/item/138295217-700025314-Whip%20of%20the%20Subtle%20Demon/,Whip of the Subtle Demon,Riki,Хвост,0.5  ,0.5 ,0.8 ,0.53 ,14
https://market.dota2.net/item/57939554-0-Berserker%27s%20Belt/,Berserker's Belt,Axe,Пояс,2.38  ,0.48 ,20 ,0.75 ,500+
https://market.dota2.net/item/64555394-0-Hammer%20of%20Holy%20Words/,Hammer of Holy Words,Omniknight,Rare StandardОружие,2.38  ,0.5 ,10 ,1.58 ,500+
https://market.dota2.net/item/157811261-4998887733-Unusual%20Resolute%20Greevil/,None,None,Mythical UnusualКурьер,73.89  ,46.5 ,46.5 ,46.5 ,1
https://market.dota2.net/item/124465404-4246957010-Bindings%20of%20the%20Summoned%20Lord/,Bindings of the Summoned Lord,Shadow Demon,Rare StandardСпина,3.6  ,None,None,None,None
https://market.dota2.net/item/87638721-4198069073-Crimson%20Wyvern%20Shield/,Crimson Wyvern Shield,Dragon Knight,Uncommon StandardДоп. оружие,97  ,None,None,None,None
https://market.dota2.net/item/64555395-4131911303-Hardened%20Hunter%27s%20Armor/,Hardened Hunter's Armor,Bounty Hunter,Uncommon ОбычнаяБроня,97  ,None,None,None,None
https://market.dota2.net/item/57939556-0-Berserker%27s%20Pauldron/,Berserker's Pauldron,Axe,Броня,0.8  ,0.5 ,10 ,0.72 ,500+
https://market.dota2.net/item/138295219-5231513780-Ancestral%20Bracers%20of%20Karroch/,Ancestral Bracers of Karroch,Beastmaster,Common ОбычнаяРуки,0.5  ,None,None,None,None
https://market.dota2.net/item/106611029-1625510296-Red%20Talon%20Axes/,Red Talon Axes,Beastmaster,Uncommon StandardОружие,0.5  ,0.4 ,5 ,0.61 ,57
https://market.dota2.net/item/153090633-1625510296-Armored%20Exoskeleton%20Legs/,Armored Exoskeleton Legs,Weaver,Common StandardНоги,0.5  ,0.48 ,10 ,1.65 ,79
https://market.dota2.net/item/1078654178-3361756715-Inscribed%20Robes%20of%20the%20Captive%20Princess/,None,Naga Siren,Uncommon InscribedБроня,39.2  ,0.72 ,45.25 ,22.99 ,2
https://market.dota2.net/item/1078654178-3364656020-Inscribed%20Robes%20of%20the%20Captive%20Princess/,None,Naga Siren,Uncommon InscribedБроня,40  ,23 ,23 ,23 ,1
https://market.dota2.net/item/1078654178-4202135198-Inscribed%20Robes%20of%20the%20Captive%20Princess/,None,Naga Siren,Uncommon InscribedБроня,34.71  ,23 ,23 ,23 ,1
https://market.dota2.net/item/1078654178-4755482482-Inscribed%20Robes%20of%20the%20Captive%20Princess/,None,Naga Siren,Uncommon InscribedБроня,34.6  ,27.95 ,27.95 ,27.95 ,1
https://market.dota2.net/item/1078654179-0-Crown%20of%20the%20Captive%20Princess/,Crown of the Captive Princess,Naga Siren,Rare StandardГолова,3.18  ,0.5 ,30 ,5.14 ,500+
https://market.dota2.net/item/1078654179-4932533741-Crown%20of%20the%20Captive%20Princess/,Crown of the Captive Princess,Naga Siren,Rare ОбычнаяГолова,99  , 0.57  ,None, 0.52  ,2
https://market.dota2.net/item/1078654180-0-Bindings%20of%20the%20Captive%20Princess/,Bindings of the Captive Princess,Naga Siren,Ноги,0.5  ,0.48 ,5.95 ,0.98 ,500+
https://market.dota2.net/item/1078654180-1625510296-Bindings%20of%20the%20Captive%20Princess/,Bindings of the Captive Princess,Naga Siren,Uncommon StandardНоги,0.8  ,0.48 ,0.8 ,0.53 ,13
https://market.dota2.net/item/1078654183-0-Arms%20of%20the%20Captive%20Princess%20Loading%20Screen/,Загрузочный экран «Arms of the Captive Princess»,None,Загрузочный экран,0.5  ,0.48 ,20 ,0.82 ,500+
https://market.dota2.net/item/1078654183-1090630259-Arms%20of%20the%20Captive%20Princess%20Loading%20Screen/,Загрузочный экран: Arms of the Captive Princess,None,Uncommon StandardЗагрузочный экран,4.4  ,0.5 ,2 ,0.75 ,8
https://market.dota2.net/item/1078654183-1283078754-Arms%20of%20the%20Captive%20Princess%20Loading%20Screen/,Загрузочный экран «Arms of the Captive Princess»,None,Загрузочный экран,2.4  ,0.69 ,3 ,1.8 ,6
https://market.dota2.net/item/1078654184-0-Eternal%20Jian%20of%20Fortune/,Eternal Jian of Fortune,Naga Siren,Левая рука,7  ,0.5 ,30 ,3.98 ,500+
https://market.dota2.net/item/1078654184-1033525977-Eternal%20Jian%20of%20Fortune/,Eternal Jian of Fortune,Naga Siren,Common StandardЛевая рука,7.15  ,0.5 ,30 ,6.3 ,80
https://market.dota2.net/item/1078654451-253051656-Inscribed%20Arms%20of%20the%20Captive%20Princess/,None,Naga Siren,Rare InscribedН/Д,120  ,9.75 ,129 ,34.45 ,208
https://market.dota2.net/item/1078654451-5216730550-Inscribed%20Arms%20of%20the%20Captive%20Princess/,None,Naga Siren,Rare InscribedН/Д,124.08  , 29  , 13.8  , 21.34  ,24
https://market.dota2.net/item/1078654454-1625510296-Coral%20the%20Furryfish/,Coral the Furryfish,None,Mythical StandardКурьер,163.54  ,22.03 ,256.42 ,75.23 ,87
https://market.dota2.net/item/1078654456-0-Coral%20the%20Furryfish%20Loading%20Screen/,Coral the Furryfish Loading Screen,None,Загрузочный экран,6  ,0.5 ,99 ,4.29 ,180
https://market.dota2.net/item/1078654456-1625510296-Coral%20the%20Furryfish%20Loading%20Screen/,Загрузочный экран «Coral the Furryfish»,None,Загрузочный экран,2.39  ,0.5 ,10 ,2.05 ,16
https://market.dota2.net/item/1078654864-57943523-Treasure%20of%20the%20Crafter%27s%20Relic/,Treasure of the Crafter's Relic,None,Rare StandardН/Д,714.46  ,30.51 ,100 ,52.45 ,500+
https://market.dota2.net/item/1078655530-3361756691-Inscribed%20Deviant%20Metamorphosis/,None,Nyx Assassin,Н/Д,714.46  ,7.1 ,232 ,69.02 ,5
https://market.dota2.net/item/1078655530-3361756819-Inscribed%20Deviant%20Metamorphosis/,None,Nyx Assassin,Rare InscribedН/Д,714.46  ,27 ,39 ,33 ,2
https://market.dota2.net/item/1078655530-3361756878-Inscribed%20Deviant%20Metamorphosis/,None,Nyx Assassin,Rare InscribedН/Д,9  ,11.12 ,11.12 ,11.12 ,1
https://market.dota2.net/item/1078656278-253033261-Inscribed%20Hunt%20of%20the%20Weeping%20Beast/,None,Bloodseeker,Rare InscribedН/Д,100  ,12.54 ,476.31 ,67.88 ,401
https://market.dota2.net/item/1078656278-1033539397-Inscribed%20Hunt%20of%20the%20Weeping%20Beast/,None,Bloodseeker,Rare InscribedН/Д,159  ,18.26 ,70 ,38.71 ,3
https://market.dota2.net/item/1078656278-2800938218-Inscribed%20Hunt%20of%20the%20Weeping%20Beast/,None,Bloodseeker,Rare InscribedН/Д,195  ,14 ,55 ,34.08 ,5
https://market.dota2.net/item/1078656282-253345097-Inscribed%20Charge%20of%20the%20Tundra%20Warden/,None,Crystal Maiden,Rare InscribedН/Д,33.29  ,23.1 ,200 ,78.27 ,106
https://market.dota2.net/item/1078656282-1944003490-Inscribed%20Charge%20of%20the%20Tundra%20Warden/,None,Crystal Maiden,Rare InscribedН/Д,33.35  ,51.6 ,110 ,73.13 ,3
https://market.dota2.net/item/1078656282-3361757495-Inscribed%20Charge%20of%20the%20Tundra%20Warden/,None,Crystal Maiden,Rare InscribedN/A,33.35  ,25 ,95.27 ,64.08 ,5
https://market.dota2.net/item/1078656548-231927075-Inscribed%20Bindings%20of%20the%20Captive%20Princess/,None,Naga Siren,Uncommon InscribedНоги,4  ,0.5 ,9.99 ,2.4 ,16
https://market.dota2.net/item/1078656548-253041733-Inscribed%20Bindings%20of%20the%20Captive%20Princess/,None,Naga Siren,Uncommon InscribedНоги,6.67  ,0.5 ,5 ,1.38 ,19
https://market.dota2.net/item/1078656548-258473629-Inscribed%20Bindings%20of%20the%20Captive%20Princess/,None,Naga Siren,Uncommon InscribedНоги,3.75  ,1 ,5 ,2.63 ,3
https://market.dota2.net/item/1078656548-1429438869-Inscribed%20Bindings%20of%20the%20Captive%20Princess/,None,Naga Siren,Uncommon InscribedНоги,6.67  ,None,None,None,None
https://market.dota2.net/item/1078656548-1695106320-Inscribed%20Bindings%20of%20the%20Captive%20Princess/,None,Naga Siren,Uncommon InscribedНоги,19  ,None,None,None,None
https://market.dota2.net/item/1078656548-3361757116-Inscribed%20Bindings%20of%20the%20Captive%20Princess/,None,Naga Siren,Uncommon InscribedНоги,6.51  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/1078656551-0-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Броня,31.67  ,0.5 ,100 ,19.58 ,500+
https://market.dota2.net/item/1078656551-1119344721-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Uncommon StandardБроня,35.65  ,0.5 ,27.5 ,15.5 ,9
https://market.dota2.net/item/1078656551-1278327830-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Броня,35.41  ,24.99 ,79.08 ,39.69 ,36
https://market.dota2.net/item/1078656551-2563997758-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Uncommon ОбычнаяБроня,35.39  ,37.51 ,37.51 ,37.51 ,1
https://market.dota2.net/item/1078656551-2950149343-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Uncommon ОбычнаяБроня,35.39  ,36.45 ,36.45 ,36.45 ,1
https://market.dota2.net/item/1078656551-3361756721-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Uncommon StandardArmor,31.68  ,5 ,34.54 ,21.71 ,5
https://market.dota2.net/item/1078656551-4733237187-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Uncommon ОбычнаяБроня,31.64  , 20.23  , 17  , 20.22  ,4
https://market.dota2.net/item/1078656551-5108608749-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Uncommon ОбычнаяБроня,35.39  ,29.7 ,29.7 ,29.7 ,1
https://market.dota2.net/item/1078656551-5233355137-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Uncommon ОбычнаяБроня,31.63  , 22.29  , 20.25  , 21.29  ,6
https://market.dota2.net/item/1078656551-5238630020-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Uncommon ОбычнаяБроня,31.63  , 20.27  , 20.22  , 20.26  ,5
https://market.dota2.net/item/1078656551-5244799159-Robes%20of%20the%20Captive%20Princess/,Robes of the Captive Princess,Naga Siren,Uncommon ОбычнаяБроня,32.55  , 20.25  , 20.22  , 20.24  ,5
https://market.dota2.net/item/1078656552-0-Horns%20of%20the%20Hellrunner/,Horns of the Hellrunner,Spirit Breaker,Голова,1.08  ,0.5 ,15 ,0.99 ,500+
https://market.dota2.net/item/1078656552-1625510296-Horns%20of%20the%20Hellrunner/,Horns of the Hellrunner,Spirit Breaker,Rare StandardГолова,1.07  ,0.5 ,2.58 ,1.54 ,2
https://market.dota2.net/item/1078656552-3361756716-Horns%20of%20the%20Hellrunner/,Horns of the Hellrunner,Spirit Breaker,Rare StandardГолова,73  ,None,None,None,None
https://market.dota2.net/item/1078656552-4200469325-Horns%20of%20the%20Hellrunner/,Horns of the Hellrunner,Spirit Breaker,Rare ОбычнаяГолова,5.16  ,None,None,None,None
https://market.dota2.net/item/1078656554-1034970482-Inscribed%20Club%20of%20the%20Hellrunner/,None,Spirit Breaker,Uncommon InscribedОружие,19  ,0.5 ,7.39 ,3.95 ,2
https://market.dota2.net/item/1078656554-1631097139-Inscribed%20Club%20of%20the%20Hellrunner/,None,Spirit Breaker,Uncommon InscribedОружие,6.9  ,0.56 ,0.56 ,0.56 ,1
https://market.dota2.net/item/1078656554-2629806029-Inscribed%20Club%20of%20the%20Hellrunner/,None,Spirit Breaker,Uncommon InscribedОружие,0.8  , 0.6  ,None,None,1
https://market.dota2.net/item/1078656554-3361758014-Inscribed%20Club%20of%20the%20Hellrunner/,None,Spirit Breaker,Uncommon InscribedОружие,6  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/1078656554-3361762666-Inscribed%20Club%20of%20the%20Hellrunner/,None,Spirit Breaker,Uncommon InscribedОружие,7  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/1078656554-3361767220-Inscribed%20Club%20of%20the%20Hellrunner/,None,Spirit Breaker,Uncommon InscribedОружие,6  ,0.72 ,0.72 ,0.72 ,1
https://market.dota2.net/item/1078656554-3361778599-Inscribed%20Club%20of%20the%20Hellrunner/,None,Spirit Breaker,Uncommon InscribedОружие,0.8  ,None,None,None,None
https://market.dota2.net/item/294192778-4456708118-Bright%20Moon%20Somae/,Bright Moon Somae,Lina,Common ОбычнаяРуки,80  ,None,None,None,None
https://market.dota2.net/item/340905431-340885147-Auspicious%20Shoulders%20of%20the%20North/,None,Crystal Maiden,Common AuspiciousПлечи,4.97  ,0.5 ,20 ,1.61 ,256
https://market.dota2.net/item/294192779-0-Bright%20Moon%20Mokdori/,Bright Moon Mokdori,Lina,Common StandardШея,0.5  ,0.48 ,5.34 ,0.53 ,500+
https://market.dota2.net/item/294192779-673193569-Bright%20Moon%20Mokdori/,Bright Moon Mokdori,Lina,Common StandardШея,10  ,0.5 ,3 ,0.6 ,439
https://market.dota2.net/item/329905154-1507031039-Ember%20Crane%20Set/,Набор «Ember Crane»,Lina,Mythical StandardН/Д,65.1  ,0.5 ,136.36 ,10 ,70
https://market.dota2.net/item/329905155-0-Desert%20Gale%20Set/,Набор «Desert Gale»,Chen,Н/Д,714.46  ,0.5 ,9.97 ,1.31 ,500+
https://market.dota2.net/item/340907523-340885147-Auspicious%20Shroom%20Thing/,None,Furion,3-я способность,9.6  ,0.5 ,27.94 ,2.68 ,500+
https://market.dota2.net/item/294192781-4148495842-Bobusang%27s%20Axe/,Bobusang's Axe,Tusk,Common ОбычнаяОружие,3  ,None,None,None,None
https://market.dota2.net/item/329905156-57943523-Strength%20of%20the%20Demon%20Stone%20Set/,Набор «Strength of the Demon Stone»,Earth Spirit,Mythical StandardН/Д,23.04  ,2.32 ,107.5 ,44.85 ,16
https://market.dota2.net/item/294192781-5239415164-Bobusang%27s%20Axe/,Bobusang's Axe,Tusk,Common ОбычнаяОружие,2.39  ,None,None,None,None
https://market.dota2.net/item/294192782-0-Bobusang%27s%20Merchandise/,Bobusang's Merchandise,Tusk,Uncommon StandardСпина,0.5  ,0.4 ,5 ,0.55 ,500+
https://market.dota2.net/item/294192782-1625510296-Bobusang%27s%20Merchandise/,Bobusang's Merchandise,Tusk,Uncommon StandardСпина,0.5  ,0.5 ,0.69 ,0.56 ,4
https://market.dota2.net/item/329905157-948149725-Flames%20of%20Prosperity%20Set/,Набор Flames of Prosperity,Ember Spirit,Mythical StandardН/Д,37.2  ,0.5 ,35 ,11.38 ,59
https://market.dota2.net/item/294192782-5166610865-Bobusang%27s%20Merchandise/,Bobusang's Merchandise,Tusk,Uncommon ОбычнаяСпина,2.31  ,None,None,None,None
https://market.dota2.net/item/329905157-5211217678-Flames%20of%20Prosperity%20Set/,Набор Flames of Prosperity,Ember Spirit,Mythical ОбычнаяН/Д,38.82  , 0.51  ,None, 0.5  ,2
https://market.dota2.net/item/294192782-5239415164-Bobusang%27s%20Merchandise/,Bobusang's Merchandise,Tusk,Uncommon ОбычнаяСпина,2.39  ,None,None,None,None
https://market.dota2.net/item/294192784-1625510296-Bobusang%27s%20Jacket/,Bobusang's Jacket,Tusk,Common StandardПлечи,0.5  ,0.48 ,5.95 ,0.8 ,69
https://market.dota2.net/item/329905159-5071218355-Gifts%20of%20Fortune%20Set/,Набор Gifts of Fortune,Storm Spirit,Н/Д,55  ,3.55 ,3.55 ,3.55 ,1
https://market.dota2.net/item/294192784-5237562841-Bobusang%27s%20Jacket/,Bobusang's Jacket,Tusk,Common ОбычнаяПлечи,0.8  ,None,None,None,None
https://market.dota2.net/item/340907739-340885147-Auspicious%20Drape%20of%20Bird%27s%20Stone/,None,Furion,Common AuspiciousСпина,4.95  ,0.5 ,20 ,2.62 ,250
https://market.dota2.net/item/329905161-1507031039-Commander%20of%20the%20Dragon%20Guard%20Set/,Набор «Commander of the Dragon Guard»,Legion Commander,Н/Д,40  ,0.5 ,80 ,21 ,78
https://market.dota2.net/item/340907743-680222898-Auspicious%20Dagger%20of%20the%20Outcast/,None,Naga Siren,Rare AuspiciousДоп. оружие,4.8  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/329905165-948149725-Aria%20of%20the%20Wild%20Wind%20Set/,Набор Aria of the Wild Wind,Windranger,Н/Д,6  ,0.5 ,10 ,3.62 ,107
https://market.dota2.net/item/294192785-5166610865-Bobusang%27s%20Fist%20of%20the%20Predator%20Owl/,Bobusang's Fist of the Predator Owl,Tusk,Common ОбычнаяРуки,1.75  ,None,None,None,None
https://market.dota2.net/item/340908104-340885147-Auspicious%20Morcant/,None,Mirana,Rare УдачливыйЖивотное,5.25  ,0.5 ,23.9 ,4.02 ,500+
https://market.dota2.net/item/340908127-340919333-Auspicious%20Wings%20of%20Obelis%20Helmet/,None,Chen,Uncommon AuspiciousГолова,6.66  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/340908127-1655316296-Auspicious%20Wings%20of%20Obelis%20Helmet/,None,Chen,Uncommon AuspiciousГолова,3.6  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/340908127-3361757538-Auspicious%20Wings%20of%20Obelis%20Helmet/,None,Chen,Uncommon AuspiciousГолова,3.6  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/294192786-0-Bobusang%27s%20Sunshade/,Bobusang's Sunshade,Tusk,Голова,30  ,0.08 ,100 ,2.21 ,500+
https://market.dota2.net/item/329918045-0-Fan%20of%20Piercing%20Silence/,Fan of Piercing Silence,Silencer,Оружие,5.23  ,0.66 ,8.74 ,4.02 ,500+
https://market.dota2.net/item/329918045-4232802239-Fan%20of%20Piercing%20Silence/,Fan of Piercing Silence,Silencer,Rare StandardОружие,8.4  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/329918045-5231513780-Fan%20of%20Piercing%20Silence/,Fan of Piercing Silence,Silencer,Rare ОбычнаяОружие,5.23  , 3.8  , 2.68  , 3.55  ,6
https://market.dota2.net/item/340908241-340885147-Auspicious%20Arms%20of%20the%20Master%20Weaver/,None,Weaver,Common AuspiciousРуки,0.8  ,0.5 ,25 ,1.8 ,500+
https://market.dota2.net/item/329927013-0-Healing%20Fount%20of%20the%20Lost%20Isles/,Healing Fount of the Lost Isles,Juggernaut,Rare Standard2-я способность,5.39  ,0.5 ,66.55 ,6.12 ,500+
https://market.dota2.net/item/294192789-4812784668-Dazzle%20Yuwipi/,Dazzle Yuwipi,None,Common ОбычнаяЗагрузочный экран,97  ,None,None,None,None
https://market.dota2.net/item/340908393-4185016193-Auspicious%20Mantle%20of%20the%20Acolyte%20of%20Clasz/,None,Faceless Void,Common AuspiciousПлечи,6.36  , 0.5  ,None,None,1
https://market.dota2.net/item/329929554-0-Curse%20of%20the%20New%20Season/,Curse of the New Season,Lycan,4-я способность,20  ,0.55 ,29.9 ,4.44 ,500+
https://market.dota2.net/item/294192793-948149725-Radiant%20Protector%20Set/,Набор Radiant Protector,Ursa,Rare StandardН/Д,175  ,0.5 ,120 ,16.42 ,190
https://market.dota2.net/item/329934325-0-Fortune%27s%20Coin/,Fortune's Coin,Ember Spirit,Rare StandardГолова,13.8  ,0.5 ,47 ,3.33 ,500+
https://market.dota2.net/item/294192794-0-Yuwipi%20Set/,Набор «Yuwipi»,Dazzle,Rare StandardН/Д,33.69  ,0.5 ,99.99 ,33.77 ,167
https://market.dota2.net/item/294192794-1507031039-Yuwipi%20Set/,Набор «Yuwipi»,Dazzle,Rare StandardН/Д,4.76  ,0.5 ,12 ,2.13 ,140
https://market.dota2.net/item/329939782-5166699629-Skittering%20Lotus/,Skittering Lotus,Broodmother,Rare Обычная1-я способность,3.18  ,None,None,None,None
https://market.dota2.net/item/294192795-5244220236-Nether%20Lord%27s%20Regalia%20Set/,Набор Nether Lord's Regalia,Pugna,Rare ОбычнаяН/Д,67  , 0.53  ,None, 0.52  ,2
https://market.dota2.net/item/340908475-340885147-Auspicious%20Pauldron%20of%20Teardrop%20Ice/,None,Phantom Lancer,Rare AuspiciousПлечи,1.01  ,0.5 ,27.94 ,1.61 ,500+
https://market.dota2.net/item/340908490-340885147-Auspicious%20Shuriken%20of%20the%20Blood%20Stained%20Sands/,None,Bounty Hunter,Common AuspiciousПлечи,2.94  ,0.5 ,20 ,2.11 ,287
https://market.dota2.net/item/340908490-2601124395-Auspicious%20Shuriken%20of%20the%20Blood%20Stained%20Sands/,None,Bounty Hunter,Common AuspiciousПлечи,31.58  ,0.5 ,0.5 ,0.5 ,1
https://market.dota2.net/item/329946876-3237560150-Jade%20Talon/,Jade Talon,Pudge,Оружие,16.16  ,15.24 ,55.98 ,27.17 ,23
https://market.dota2.net/item/294192798-1507031039-Jini%20the%20Bright%20Moon%20Set/,Набор «Jini the Bright Moon»,Lina,Н/Д,5.99  ,0.5 ,40 ,5.68 ,245
https://market.dota2.net/item/340908725-340885147-Auspicious%20Arcane%20Sight/,None,Invoker,Uncommon УдачливыйГолова,6  ,0.5 ,20 ,1.75 ,220
https://market.dota2.net/item/329949183-1272210217-Dragon%27s%20Breath/,Dragon's Breath,Sniper,Rare StandardОружие,23.48  ,14.65 ,28.73 ,19.52 ,8
https://market.dota2.net/item/340908780-1171352889-Auspicious%20Wings%20of%20Obelis%20Staff/,None,Chen,Common AuspiciousОружие,6  ,0.5 ,1.4 ,0.86 ,4
